room_id;host_id;room_type;animal;neighborhood;price;date;location
18585459;85847207;SHARED_ROOM;false;Les Corts;88.7;03/26/2050;0101000020E6100000FD87F4DBD7010140BA84436FF1B04440
20081724;4258395;SHARED_ROOM;true;Eixample;26.7;03/26/2051;0101000020E610000092CEC0C8CB5A0140D99596917AB14440
17318142;84453923;SHARED_ROOM;false;Les Corts;63.2;03/26/2052;0101000020E6100000E3E313B2F31601407A53910A63B14440
7832096;26013994;SHARED_ROOM;false;Ciutat Vella;39.2;03/26/2053;0101000020E61000005514AFB2B6690140868F882991B04440
7840689;26013994;SHARED_ROOM;true;Ciutat Vella;17.0;03/26/2054;0101000020E6100000C2853C821B690140D8D825AAB7B04440
13749848;80546774;SHARED_ROOM;true;Sants-Montjuïc;89.3;03/26/2055;0101000020E61000001363997E89580140A032FE7DC6AF4440
5734382;29735245;SHARED_ROOM;false;Ciutat Vella;19.0;03/26/2056;0101000020E6100000594C6C3EAE6D0140E97E4E417EB04440
16280942;19303419;SHARED_ROOM;false;Sant Martí;70.3;03/26/2057;0101000020E61000003BFC3559A39E0140DB6B41EF8DB34440
7167989;35192439;SHARED_ROOM;false;Sarrià-Sant Gervasi;91.7;03/26/2058;0101000020E61000006EDE3829CC1B014042EC4CA1F3B24440
14105222;17217105;SHARED_ROOM;false;Eixample;78.5;03/26/2059;0101000020E6100000F0164850FC38014043E6CAA0DAB04440
19929842;131616766;SHARED_ROOM;true;Eixample;27.3;03/26/2060;0101000020E610000079758E01D92B0140B75ED38382B04440
12145956;20649977;SHARED_ROOM;true;Eixample;19.9;03/26/2061;0101000020E6100000AC71361D013C0140F1B8A81611B14440
8516038;12116844;SHARED_ROOM;false;Ciutat Vella;73.6;03/26/2062;0101000020E6100000C6A86BED7D6A01401C23D923D4B04440
15284461;96798523;SHARED_ROOM;false;Eixample;54.8;03/26/2063;0101000020E610000000AC8E1CE94C0140DD5B9198A0B04440
12006497;64212374;SHARED_ROOM;false;Sants-Montjuïc;63.2;03/26/2064;0101000020E610000001C287122D5901409FAD8383BDAF4440
19908302;116351821;SHARED_ROOM;false;Ciutat Vella;15.7;03/26/2065;0101000020E6100000226DE34F54560140E31934F44FB04440
13864650;2130870;SHARED_ROOM;true;Ciutat Vella;26.9;03/26/2066;0101000020E6100000889D29745E830140F6251B0FB6B04440
19735426;139145605;SHARED_ROOM;true;Sant Martí;68.5;03/26/2067;0101000020E610000093ACC3D1559A01402CA0504F1FB34440
19344599;135517302;SHARED_ROOM;false;Sant Martí;91.0;03/26/2068;0101000020E61000007FF78E1A13A20140AE10566309B34440
18007528;123717342;SHARED_ROOM;true;Eixample;75.7;03/26/2069;0101000020E61000000002D6AA5D7301408735954561B34440
9862962;28013627;SHARED_ROOM;false;Ciutat Vella;59.5;03/26/2070;0101000020E61000003106D671FC700140378DEDB5A0B14440
11147546;57949759;SHARED_ROOM;true;Horta-Guinardó;73.3;03/26/2071;0101000020E61000001B12F758FA5001407D76C075C5B44440
16110378;10966292;SHARED_ROOM;true;Eixample;94.4;03/26/2072;0101000020E6100000959C137B683F01402ECBD765F8B14440
13530998;11477489;SHARED_ROOM;true;Nou Barris;28.6;03/26/2073;0101000020E6100000F3AB3940306701407F87A2409FB84440
16581161;63470850;SHARED_ROOM;false;Horta-Guinardó;21.4;03/26/2074;0101000020E6100000EF5701BEDB5C014080D250A390B44440
18346759;109233374;SHARED_ROOM;false;Ciutat Vella;37.8;03/26/2075;0101000020E610000035B401D880680140BAF8DB9E20B14440
17186770;104145323;SHARED_ROOM;false;Eixample;24.7;03/26/2076;0101000020E61000009831056B9C2D0140F6798CF2CCB14440
19875442;133477040;SHARED_ROOM;true;Nou Barris;62.6;03/26/2077;0101000020E61000004E2503401577014076A8A624EBB84440
14418755;75851770;SHARED_ROOM;false;Sant Martí;45.9;03/26/2078;0101000020E6100000B16F2711E19F0140635FB2F160B54440
18467729;70530885;SHARED_ROOM;false;Ciutat Vella;80.0;03/26/2079;0101000020E61000009163EB19C27101405A1135D1E7B14440
16135355;99177915;SHARED_ROOM;false;Eixample;34.8;03/26/2080;0101000020E6100000FA7DFFE6C569014058C9C7EE02B34440
11752174;38635436;SHARED_ROOM;true;Horta-Guinardó;14.1;03/26/2081;0101000020E6100000E25CC30C8D47014035B6D782DEB54440
12264564;38635436;SHARED_ROOM;true;Horta-Guinardó;29.5;03/26/2082;0101000020E6100000FE5F75E44847014029CE5147C7B54440
11291748;38635436;SHARED_ROOM;true;Horta-Guinardó;56.1;03/26/2083;0101000020E6100000DC4944F8174101404224438EADB54440
15639491;49392522;SHARED_ROOM;false;Sant Martí;11.2;03/26/2084;0101000020E61000002C9CA4F9637A0140B2F4A10BEAB14440
7929911;41807465;SHARED_ROOM;false;Eixample;51.8;03/26/2085;0101000020E610000046ED7E15E03B0140354069A851B24440
16308087;7778897;SHARED_ROOM;true;Gràcia;89.1;03/26/2086;0101000020E6100000D02B9E7AA4410140365CE49EAEB44440
15984149;49392522;SHARED_ROOM;false;Sant Martí;46.8;03/26/2087;0101000020E6100000F4177AC4E8790140FFAECF9CF5B14440
11470876;38635436;SHARED_ROOM;false;Horta-Guinardó;91.6;03/26/2088;0101000020E61000007B15191D9044014084640113B8B54440
7968185;41807465;SHARED_ROOM;true;Eixample;98.9;03/26/2089;0101000020E610000057ED9A90D63801408258367348B24440
14104582;41807465;SHARED_ROOM;true;Eixample;91.1;03/26/2090;0101000020E610000040DEAB56263C0140BC5D2F4D11B24440
15984393;49392522;SHARED_ROOM;false;Sant Martí;17.8;03/26/2091;0101000020E6100000D714C8EC2C7A0140B4CA4C69FDB14440
12926299;38635436;SHARED_ROOM;true;Sants-Montjuïc;60.5;03/26/2092;0101000020E6100000C51D6FF25B14014016BD5301F7AE4440
8666693;44913823;SHARED_ROOM;true;Gràcia;24.6;03/26/2093;0101000020E6100000AAB9DC60A84301405F0B7A6F0CB34440
16307921;7778897;SHARED_ROOM;true;Gràcia;66.5;03/26/2094;0101000020E6100000AB2688BA0F4001405551BCCADAB44440
8537109;44913823;SHARED_ROOM;false;Gràcia;32.0;03/26/2095;0101000020E61000000C3D62F4DC4201404AD05FE811B34440
6868438;15892125;SHARED_ROOM;true;Sant Martí;6.6;03/26/2096;0101000020E61000005169C4CC3E8F01403E92921E86B44440
7927628;41807465;SHARED_ROOM;true;Eixample;82.2;03/26/2097;0101000020E61000009FAF592E1B3D0140CB660E492DB24440
8746607;44913823;SHARED_ROOM;true;Gràcia;82.7;03/26/2098;0101000020E61000009E08E23C9C400140E04735ECF7B24440
8964716;9547606;SHARED_ROOM;true;Les Corts;67.3;03/26/2099;0101000020E6100000BC3E73D6A7FC00408141D2A755B04440
14603651;7181095;SHARED_ROOM;false;Sarrià-Sant Gervasi;6.6;03/26/2100;0101000020E6100000301004C8D03101405E4BC8073DB34440
7565758;38635436;SHARED_ROOM;true;Horta-Guinardó;21.5;03/26/2101;0101000020E6100000EFAD484C50430140710514EAE9B54440
15984329;49392522;SHARED_ROOM;false;Sant Martí;72.0;03/26/2102;0101000020E61000004356B77A4E7A0140D26EF4311FB24440
2329322;11897267;SHARED_ROOM;true;Sants-Montjuïc;4.8;03/26/2103;0101000020E61000007FA2B2614D25014059A31EA2D1AF4440
19406132;5463312;SHARED_ROOM;true;Horta-Guinardó;82.8;03/26/2104;0101000020E6100000D8F0F44A5966014023658BA4DDB44440
19390968;133477040;SHARED_ROOM;false;Nou Barris;2.8;03/26/2105;0101000020E610000077871403247A0140289CDD5A26B94440
6143239;15892125;SHARED_ROOM;false;Sant Martí;42.5;03/26/2106;0101000020E6100000E4BD6A65C28F01403CA583F57FB44440
8535939;44913823;SHARED_ROOM;false;Gràcia;13.0;03/26/2107;0101000020E6100000836C59BE2E4301404AED45B41DB34440
13060450;7778897;SHARED_ROOM;true;Gràcia;82.4;03/26/2108;0101000020E61000001F115322893E0140CFBF5DF6EBB44440
7291604;38186748;SHARED_ROOM;true;Sants-Montjuïc;84.2;03/26/2109;0101000020E6100000EA211ADD412C01406B9F8EC70CB04440
7159061;19512522;SHARED_ROOM;false;Sant Andreu;83.8;03/26/2110;0101000020E6100000B9DFA128D0A701402639605793B74440
7930782;41807465;SHARED_ROOM;true;Eixample;91.6;03/26/2111;0101000020E610000006A1BC8FA33901403A950C0055B24440
5868129;17925327;SHARED_ROOM;false;Sants-Montjuïc;7.7;03/26/2112;0101000020E6100000D828EB3713130140E08442041CB04440
19679742;46883495;SHARED_ROOM;true;Les Corts;92.1;03/26/2113;0101000020E6100000D009A1832E210140B3D2A41474B14440
11752149;38635436;SHARED_ROOM;true;Horta-Guinardó;10.6;03/26/2114;0101000020E61000004149810530450140B85A272EC7B54440
16253068;27416435;SHARED_ROOM;false;Gràcia;22.1;03/26/2115;0101000020E61000004850FC1873370140304B3B3597B34440
19748665;95098626;SHARED_ROOM;true;Sants-Montjuïc;95.6;03/26/2116;0101000020E61000003F8D7BF31B26014065A9F57EA3AD4440
12514138;67775250;SHARED_ROOM;true;Eixample;44.3;03/26/2117;0101000020E610000062F6B2EDB435014024809BC58BB14440
15600655;11897267;SHARED_ROOM;true;Sants-Montjuïc;42.5;03/26/2118;0101000020E6100000E5417A8A1C220140CDC98B4CC0AF4440
19311511;135216150;SHARED_ROOM;true;Nou Barris;91.3;03/26/2119;0101000020E61000005B7A34D5937901408D2782380FB94440
10076856;51704396;SHARED_ROOM;false;Gràcia;24.8;03/26/2120;0101000020E610000078B5DC9909460140AD84EE9238B34440
8626546;44913823;SHARED_ROOM;false;Gràcia;73.4;03/26/2121;0101000020E6100000B262B83A004201401BBB44F5D6B24440
19104137;133477040;SHARED_ROOM;true;Nou Barris;49.5;03/26/2122;0101000020E6100000C075C58CF07601407AC2120F28B94440
17885163;58084487;SHARED_ROOM;true;Sants-Montjuïc;64.0;03/26/2123;0101000020E61000009DB98784EF5D0140BE4BA94BC6AF4440
6894745;15892125;SHARED_ROOM;true;Sant Martí;61.4;03/26/2124;0101000020E6100000FC36C478CD8B014072DF6A9DB8B44440
7930871;41807465;SHARED_ROOM;true;Eixample;25.2;03/26/2125;0101000020E6100000DE7536E49F3901405E2BA1BB24B24440
13966456;4093742;SHARED_ROOM;false;Gràcia;73.4;03/26/2126;0101000020E6100000950F41D5E835014092CCEA1D6EB34440
19572730;137551325;SHARED_ROOM;true;Horta-Guinardó;88.5;03/26/2127;0101000020E610000083328D2617630140F5DA6CACC4B44440
8529563;9547606;SHARED_ROOM;true;Les Corts;24.4;03/26/2128;0101000020E6100000705D3123BCFD004078978BF84EB04440
15233291;7778897;SHARED_ROOM;true;Gràcia;82.5;03/26/2129;0101000020E61000007A8CF2CCCB4101402A3927F6D0B44440
13618160;78857194;SHARED_ROOM;false;Ciutat Vella;96.9;03/26/2130;0101000020E6100000B2F50CE1986501407E5358A9A0B04440
19270455;134934234;SHARED_ROOM;true;Horta-Guinardó;29.6;03/26/2131;0101000020E6100000888043A8525301401F4B1FBAA0B44440
19616420;137961220;SHARED_ROOM;false;Sant Andreu;89.2;03/26/2132;0101000020E610000095B6B8C667720140AA8251499DB64440
8978429;46914366;SHARED_ROOM;true;Sants-Montjuïc;97.1;03/26/2133;0101000020E610000076DF313CF6530140D82C978DCEAF4440
19826631;42406911;SHARED_ROOM;true;Ciutat Vella;61.8;03/26/2134;0101000020E6100000C367EBE0606F014097AB1F9BE4B14440
3684162;17514775;SHARED_ROOM;false;Gràcia;24.3;03/26/2135;0101000020E610000062307F85CC350140CCF09F6EA0B44440
7534974;36125503;SHARED_ROOM;true;Eixample;9.0;03/26/2136;0101000020E6100000E8853B17463A0140F1BA7EC16EB04440
9535215;49392522;SHARED_ROOM;false;Sant Martí;46.5;03/26/2137;0101000020E61000002BD9B11188770140711B0DE02DB24440
19407925;117200469;SHARED_ROOM;false;Horta-Guinardó;57.9;03/26/2138;0101000020E6100000AA2A3410CB660140FEB8FDF2C9B44440
13243959;7181095;SHARED_ROOM;false;Sarrià-Sant Gervasi;25.1;03/26/2139;0101000020E61000007D40A03369330140E09EE74F1BB34440
17317948;84453923;SHARED_ROOM;false;Les Corts;21.3;03/26/2140;0101000020E6100000583849F3C71401402DCC423BA7B14440
852204;4449424;SHARED_ROOM;false;Sants-Montjuïc;28.1;03/26/2141;0101000020E6100000A94F72874D240140B3D2A41474AF4440
15639337;49392522;SHARED_ROOM;false;Sant Martí;44.3;03/26/2142;0101000020E6100000FF791A30487A01403F36C98FF8B14440
6294064;9057850;SHARED_ROOM;false;Eixample;1.2;03/26/2143;0101000020E61000000BEBC6BB234301404B5CC7B8E2B04440
15095488;93630330;SHARED_ROOM;false;Eixample;84.3;03/26/2144;0101000020E610000077D7D9907F660140CB48BDA772B44440
14105020;41807465;SHARED_ROOM;false;Eixample;5.0;03/26/2145;0101000020E6100000DD239BABE63901401E87C1FC15B24440
19517000;137071730;SHARED_ROOM;true;Sant Martí;52.5;03/26/2146;0101000020E61000004E417E3672BD0140C9C7EE0225B54440
6143403;15892125;SHARED_ROOM;false;Sant Martí;50.3;03/26/2147;0101000020E6100000E6797077D68E014044E048A0C1B44440
20054650;19585638;SHARED_ROOM;true;Sants-Montjuïc;35.9;03/26/2148;0101000020E61000005DFDD8243F0201405664744012B04440
19906077;134934234;SHARED_ROOM;false;Horta-Guinardó;68.6;03/26/2149;0101000020E61000009C4EB2D5E5540140C66E9F5566B44440
15211235;96629960;SHARED_ROOM;false;Eixample;6.5;03/26/2150;0101000020E6100000293FA9F6E9380140573ECBF3E0B04440
3420035;3041368;SHARED_ROOM;true;Eixample;70.8;03/26/2151;0101000020E61000005BCD3AE3FB6201404F2157EA59B24440
380433;1908520;SHARED_ROOM;false;Gràcia;47.7;03/26/2152;0101000020E6100000CB49287D2144014048BF7D1D38B34440
20050430;142445258;SHARED_ROOM;true;Gràcia;95.7;03/26/2153;0101000020E6100000508BC1C3B42F0140C824236761B54440
13061851;7778897;SHARED_ROOM;true;Gràcia;44.7;03/26/2154;0101000020E6100000287D21E4BC3F01400740DCD5ABB44440
19854546;140395205;SHARED_ROOM;true;Sarrià-Sant Gervasi;34.7;03/26/2155;0101000020E61000003596B036C60E0140B84082E2C7B24440
8745852;44913823;SHARED_ROOM;false;Gràcia;7.7;03/26/2156;0101000020E610000081ED60C43E4101402EC896E5EBB24440
7628958;3911721;ENTIRE_HOME;true;Eixample;79.4;03/26/2157;0101000020E61000008483BD89215901409A5C8C8175B24440
9082756;1447144;ENTIRE_HOME;false;Eixample;42.3;03/26/2158;0101000020E61000001C0C7558E1560140AF7AC03C64B24440
9412798;1447144;ENTIRE_HOME;false;Eixample;87.0;03/26/2159;0101000020E61000004B033FAA615F0140FB03E5B67DB34440
5793703;1447144;ENTIRE_HOME;false;Eixample;14.1;03/26/2160;0101000020E6100000202922C32A5E0140FAB836548CB34440
8350579;1447144;ENTIRE_HOME;false;Eixample;78.3;03/26/2161;0101000020E61000003D9D2B4A09610140D93D7958A8B34440
10449039;53828017;ENTIRE_HOME;false;Sarrià-Sant Gervasi;58.7;03/26/2162;0101000020E6100000FB5C6DC5FED2004002486DE2E4B44440
2453031;3678711;ENTIRE_HOME;false;Gràcia;56.4;03/26/2163;0101000020E6100000B7F0BC546C2C01402502D53F88B44440
13161524;23226762;ENTIRE_HOME;true;Sant Martí;67.0;03/26/2164;0101000020E610000057B5A4A31CAC0140DC114E0B5EB44440
3349453;2201772;ENTIRE_HOME;true;Eixample;65.3;03/26/2165;0101000020E61000004BE7C3B3043901405B0C1EA67DB14440
2409647;12296987;ENTIRE_HOME;false;Sant Martí;63.5;03/26/2166;0101000020E610000012C2A38D237601404DA3C9C518B44440
1076849;5925553;ENTIRE_HOME;false;Eixample;86.2;03/26/2167;0101000020E6100000AE6708C72C3B0140D2510E6613B04440
3965808;20553380;ENTIRE_HOME;true;Sarrià-Sant Gervasi;54.5;03/26/2168;0101000020E610000089B2B794F32501408CF50D4C6EB24440
1119129;6141122;ENTIRE_HOME;false;Ciutat Vella;65.5;03/26/2169;0101000020E610000002F390291F620140B806B64AB0B04440
20013040;142072166;ENTIRE_HOME;true;Horta-Guinardó;78.4;03/26/2170;0101000020E6100000A52C431CEB620140CF4D9B711AB64440
728480;2201772;ENTIRE_HOME;true;Eixample;20.8;03/26/2171;0101000020E6100000177FDB1324360140802C4487C0B14440
18918167;128959838;ENTIRE_HOME;true;Eixample;28.8;03/26/2172;0101000020E6100000B6F5D37FD65C0140D55C6E30D4B14440
20087375;1391607;ENTIRE_HOME;false;Gràcia;88.9;03/26/2173;0101000020E6100000381092054C400140450DA661F8B24440
293273;541462;ENTIRE_HOME;false;Horta-Guinardó;39.9;03/26/2174;0101000020E6100000371B2B31CF6A0140543882548AB54440
13119250;16707403;ENTIRE_HOME;true;Eixample;97.2;03/26/2175;0101000020E6100000FB73D190F148014093A641D13CB04440
709561;3650989;ENTIRE_HOME;false;Sants-Montjuïc;54.9;03/26/2176;0101000020E610000002A08A1BB7180140A2427573F1AD4440
1351980;310221;ENTIRE_HOME;false;Sant Martí;22.9;03/26/2177;0101000020E61000004034F3E49AA20140643A747ADEB34440
4258028;22095312;ENTIRE_HOME;true;Horta-Guinardó;47.9;03/26/2178;0101000020E610000069ACFD9DED510140D3D9C9E028B54440
19615109;128845520;ENTIRE_HOME;false;Ciutat Vella;25.7;03/26/2179;0101000020E6100000DC2F9FAC186E0140BBB9F8DB9EB04440
11381876;59686298;ENTIRE_HOME;true;Sarrià-Sant Gervasi;85.8;03/26/2180;0101000020E610000087A2409FC8130140AED3484BE5B34440
11331707;59293770;ENTIRE_HOME;true;Sant Martí;67.8;03/26/2181;0101000020E610000008E412471EA80140DB32E02C25B34440
18207723;3566026;ENTIRE_HOME;false;Sant Martí;37.1;03/26/2182;0101000020E610000094675E0EBBAF0140A54FABE80FB54440
14185619;3566026;ENTIRE_HOME;true;Sant Martí;89.9;03/26/2183;0101000020E610000026E2ADF36FB70140053411363CB54440
2726679;13953680;ENTIRE_HOME;true;Eixample;2.1;03/26/2184;0101000020E61000001D1CEC4D0C690140F7393E5A9CB34440
18713768;44835688;ENTIRE_HOME;true;Ciutat Vella;88.2;03/26/2185;0101000020E6100000F46DC1525D6001404DA088450CB14440
14196919;86104841;ENTIRE_HOME;false;Gràcia;64.8;03/26/2186;0101000020E610000044A4A65D4C3301406D3B6D8D08B44440
20084944;5255461;ENTIRE_HOME;true;Ciutat Vella;32.2;03/26/2187;0101000020E6100000895FB1868B7C0140A9FB00A436B14440
6752242;3972936;ENTIRE_HOME;true;Sant Martí;57.4;03/26/2188;0101000020E6100000E7E26F7B82C4014052D2C3D0EAB44440
18012071;2897457;ENTIRE_HOME;false;Eixample;29.3;03/26/2189;0101000020E6100000397EA83462460140F697DD9387B14440
8535806;44938185;ENTIRE_HOME;true;Ciutat Vella;47.4;03/26/2190;0101000020E61000006DC83F33886F01408602B68311B14440
19990767;7768968;ENTIRE_HOME;true;Ciutat Vella;97.0;03/26/2191;0101000020E6100000CCD0782288730140DF701FB935B14440
20067221;13291286;ENTIRE_HOME;false;Sant Martí;81.7;03/26/2192;0101000020E610000030D80DDB16C50140548B8862F2B44440
20083146;93804355;ENTIRE_HOME;true;Horta-Guinardó;80.9;03/26/2193;0101000020E6100000AA66D652405A0140D367075C57B44440
18337633;126877574;ENTIRE_HOME;true;Sant Martí;42.2;03/26/2194;0101000020E61000008BC058DFC0C40140F88DAF3DB3B44440
16555656;797259;ENTIRE_HOME;false;Eixample;1.3;03/26/2195;0101000020E61000001553E9279C5D01407E74EACA67B34440
20041808;20923305;ENTIRE_HOME;true;Horta-Guinardó;78.2;03/26/2196;0101000020E61000006479573D605E0140028063CF9EB54440
17275127;116493162;ENTIRE_HOME;false;Eixample;6.9;03/26/2197;0101000020E6100000EE7893DFA2530140D61C2098A3B14440
20072060;142667828;ENTIRE_HOME;true;Ciutat Vella;24.4;03/26/2198;0101000020E610000002D880087165014079AC1919E4B04440
19899521;9791601;ENTIRE_HOME;false;Ciutat Vella;50.5;03/26/2199;0101000020E6100000DB696B44306E0140DA740470B3B04440
20084485;41820032;ENTIRE_HOME;true;Eixample;37.8;03/26/2200;0101000020E6100000DCD440F3395701401A88653387B24440
20063428;142584281;ENTIRE_HOME;true;Eixample;27.7;03/26/2201;0101000020E61000004015376E315F014051A3906456B34440
5244849;5700985;ENTIRE_HOME;true;Eixample;84.2;03/26/2202;0101000020E6100000DAA84E07B25E0140B9A5D590B8B14440
19926268;14836206;ENTIRE_HOME;true;Eixample;66.5;03/26/2203;0101000020E61000003BE12538F56101400725CCB4FDB14440
20034178;142293462;ENTIRE_HOME;false;Eixample;49.8;03/26/2204;0101000020E6100000529B38B9DF610140D48041D2A7B34440
7103303;37221417;ENTIRE_HOME;false;Sarrià-Sant Gervasi;27.1;03/26/2205;0101000020E6100000EC4E779E78EE00409E280989B4B54440
8553780;1447144;ENTIRE_HOME;true;Eixample;67.5;03/26/2206;0101000020E6100000CC24EA059F460140E6B2D1393FB14440
17695466;29750554;ENTIRE_HOME;false;Ciutat Vella;77.1;03/26/2207;0101000020E610000019A9F7544E5B0140567E198C11B14440
4405908;6876113;ENTIRE_HOME;false;Eixample;59.9;03/26/2208;0101000020E6100000933655F7C84601405322895E46B14440
20031818;141890193;ENTIRE_HOME;false;Eixample;82.0;03/26/2209;0101000020E610000066834C32725601409546CCECF3B24440
20009464;137501145;ENTIRE_HOME;false;Ciutat Vella;94.7;03/26/2210;0101000020E6100000D32EA699EE750140406B7EFCA5B14440
20013354;141890193;ENTIRE_HOME;false;Eixample;33.1;03/26/2211;0101000020E61000009B3A8F8AFF3B0140F2EF332E1CB04440
19161866;124450253;ENTIRE_HOME;true;Ciutat Vella;79.5;03/26/2212;0101000020E6100000E4F736FDD96F01401893FE5E0AB14440
18267234;15193226;ENTIRE_HOME;false;Ciutat Vella;36.4;03/26/2213;0101000020E6100000C251F2EA1C8301406AA33A1DC8B04440
20074102;23869313;ENTIRE_HOME;false;Ciutat Vella;63.1;03/26/2214;0101000020E610000085B4C6A013820140CF81E50819B04440
20068543;142635443;ENTIRE_HOME;false;Sant Martí;34.5;03/26/2215;0101000020E6100000FCA5457D929B01405EF415A419B34440
20032138;141890193;ENTIRE_HOME;true;Sants-Montjuïc;22.8;03/26/2216;0101000020E610000020F0C000C207014036E9B6442EB04440
20067164;139591609;ENTIRE_HOME;false;Ciutat Vella;30.8;03/26/2217;0101000020E6100000DBFCBFEAC8510140A4C519C39CB04440
20027904;88763782;ENTIRE_HOME;false;Eixample;66.3;03/26/2218;0101000020E61000009F1F46088F760140BF64E3C116B34440
19992243;135791982;ENTIRE_HOME;false;Eixample;57.1;03/26/2219;0101000020E61000009607E92972280140569C6A2DCCB04440
8862879;45224780;ENTIRE_HOME;false;Ciutat Vella;53.8;03/26/2220;0101000020E61000001763601DC76F01404701A260C6B04440
9875167;229209;ENTIRE_HOME;false;Ciutat Vella;80.0;03/26/2221;0101000020E6100000E789E76C016101407D93A641D1B04440
379850;1228784;ENTIRE_HOME;false;Sant Martí;80.7;03/26/2222;0101000020E610000026FC523F6FAA014051F701486DB44440
16531829;3566026;ENTIRE_HOME;true;Sants-Montjuïc;65.0;03/26/2223;0101000020E610000037FC6EBA65270140E6B1666490AF4440
17403750;3566026;ENTIRE_HOME;false;Sants-Montjuïc;96.4;03/26/2224;0101000020E61000009ACE4E06472901401D38674469AF4440
17953620;61041948;ENTIRE_HOME;true;Sants-Montjuïc;7.0;03/26/2225;0101000020E610000018B325AB221C01400AA2EE0390B04440
